Team,Medal
Spain,NA
Australia,NA
Spain,NA
Kazakhstan,Bronze
Armenia,NA
Nigeria,NA
Mauritius,NA
Mauritius,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
France,NA
Thailand,NA
Russia,NA
Russia,NA
Zimbabwe,NA
Japan,NA
Zimbabwe,NA
Zimbabwe,NA
Zimbabwe,NA
Zimbabwe,NA
Malawi,NA
Malawi,NA
Malawi,NA
Malawi,NA
Romania,NA
Chinese Taipei,NA
Chinese Taipei,NA
Malaysia,NA
Malaysia,NA
Malaysia,NA
United States,NA
Brazil,NA
Mongolia,NA
Norway,NA
Laos,NA
Japan,NA
Japan,Bronze
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Tajikistan,NA
Brazil,NA
Thailand,NA
Thailand,NA
Thailand,NA
Kazakhstan,Gold
Romania,NA
Romania,NA
Romania,NA
Zimbabwe,NA
Zambia,NA
United States,NA
Argentina,NA
Romania,NA
Zambia,NA
Zambia,NA
Zambia,NA
Zambia,NA
Romania,NA
Romania,NA
Romania,NA
Canada,NA
Zimbabwe,NA
Angola,NA
Morocco,NA
Russia,Bronze
Zimbabwe,NA
Romania,NA
Kenya,NA
Kenya,NA
Kenya,NA
Italy,NA
Romania,NA
Romania,NA
Honduras,NA
Romania,NA
Romania,Gold
Belarus,NA
Australia,NA
Russia,NA
Romania,NA
Zambia,NA
Zambia,NA
Moldova,NA
Moldova,NA
Zambia,NA
United States,Silver
Canada,NA
Australia,NA
Australia,NA
Russia,NA
Australia,NA
Soviet Union,NA
Soviet Union,NA
Soviet Union,NA
Soviet Union,NA
Unified Team,NA
Unified Team,NA
Unified Team,NA
Syria,NA
Zambia,NA
Zambia,NA
Italy,NA
Italy,NA
Portugal,NA
Romania,NA
Romania,NA
Romania,Bronze
Benin,NA
Malawi,NA
Great Britain,NA
Sri Lanka,NA
Romania,NA
Romania,NA
Canada,NA
Canada,NA
Hong Kong,NA
Chinese Taipei,NA
Chinese Taipei,NA
Hong Kong,NA
Chinese Taipei,NA
Chinese Taipei,NA
Chinese Taipei,NA
Argentina,NA
Brazil,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Soviet Union,Bronze
Mozambique,NA
Guam,NA
Guam,NA
Zambia,NA
Malawi,NA
Zimbabwe,NA
Zimbabwe,NA
Zimbabwe,NA
Zimbabwe,NA
South Africa,NA
Zambia,NA
Zambia,NA
Georgia,NA
Kyrgyzstan,NA
Georgia,NA
United States,Bronze
United States,Silver
Czechoslovakia,NA
Czechoslovakia,NA
Czech Republic,NA
Poland,NA
Poland,NA
Poland,NA
Czech Republic,NA
Poland,NA
Poland,NA
Germany,NA
Czechoslovakia,NA
Italy,NA
Poland,NA
Poland,NA
Poland,NA
Ukraine,NA
Poland,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
Great Britain,NA
Chinese Taipei,NA
Chinese Taipei,NA
United States,NA
United States,Bronze
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,Gold
South Korea,Gold
Bulgaria,NA
Tunisia,NA
Bulgaria,NA
Ecuador,NA
Ecuador,NA
Ecuador,NA
Ecuador,NA
Poland,NA
Poland,NA
United States-2,NA
Czech Republic,NA
Poland,NA
Bhutan,NA
Bhutan,NA
Bhutan,NA
United States,NA
South Korea,NA
North Korea,Silver
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
Kenya,NA
Soviet Union,NA
Unified Team,NA
Canada,NA
Canada,NA
South Korea,Silver
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,Bronze
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
North Korea,Gold
South Korea,Silver
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,Silver
South Korea,NA
South Korea,NA
South Korea,Silver
South Korea,Gold
South Korea,NA
South Korea,Silver
South Korea,Gold
South Korea,Silver
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,Silver
South Korea,NA
South Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
Malawi,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,Gold
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,Silver
South Korea,Bronze
South Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
South Korea,NA
South Korea,Silver
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
Hong Kong,NA
Hong Kong,NA
North Korea,NA
North Korea-1,NA
North Korea,NA
North Korea,NA
South Korea,NA
North Korea,NA
North Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,Silver
South Korea,NA
South Korea,Gold
South Korea,Bronze
South Korea,Gold
South Korea,NA
South Korea,NA
South Korea,Gold
France,NA
France,NA
South Korea,NA
South Korea,NA
South Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
Hong Kong,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,Silver
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,Silver
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
South Korea,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
United States,NA
Zambia,NA
Canada,NA
Bulgaria,Bronze
Poland,NA
Poland,NA
Poland,NA
United States,NA
United States,NA
France,NA
France,NA
Hungary,NA
Russia,Silver
Russia,Bronze
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Zambia,NA
Soviet Union,Gold
Lithuania,Bronze
Thailand,NA
Thailand,NA
Thailand,NA
North Korea,NA
North Korea,Bronze
North Korea,NA
Cyprus,NA
North Korea,NA
North Korea,NA
North Korea,NA
North Korea,NA
Hong Kong,NA
Hong Kong,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Zambia,NA
Zambia,NA
Zambia,NA
Kazakhstan,NA
Singapore,NA
Australia,NA
Australia,NA
Mauritius,NA
Mauritius,NA
Thailand,NA
Zambia,NA
Great Britain,NA
Malaysia-2,NA
Malaysia-2,NA
Malaysia-2,NA
Zambia,NA
Australia,Bronze
Morocco,NA
Morocco,NA
Tajikistan,Bronze
Uzbekistan,NA
Poland,NA
Slovakia,NA
Japan,NA
Thailand,NA
Thailand,NA
Thailand,NA
China,Silver
Chinese Taipei,NA
Lebanon,NA
Tunisia,NA
Tunisia,NA
Pakistan,NA
India,NA
Bangladesh,NA
Bangladesh,NA
Bangladesh,NA
Bangladesh,NA
Lebanon,NA
Malta,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Tunisia,NA
Tunisia,NA
Czech Republic,NA
Spain,NA
Spain,Bronze
Spain,Gold
France,NA
France,NA
France,NA
France,NA
Cambodia,NA
United States,NA
United States,Gold
United States,NA
United States,Silver
United States,NA
United States,Bronze
United States,NA
United States,NA
United States,NA
United States,NA
Trinidad and Tobago,NA
Malaysia,NA
Malaysia,NA
Malaysia,NA
Malaysia,NA
Hong Kong,NA
Hong Kong,NA
Hong Kong,NA
Hong Kong,NA
Hong Kong,NA
Hong Kong,NA
Hong Kong,NA
Hong Kong,NA
Hong Kong,NA
North Korea,NA
Poland,NA
Poland,NA
India,NA
Hong Kong,NA
Hong Kong,NA
Hong Kong,NA
Hong Kong,NA
Hong Kong,NA
Bulgaria,NA
Poland,NA
Lebanon,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Czech Republic,NA
Czech Republic,NA
South Africa,NA
France,NA
Poland,NA
Poland,NA
Canada,NA
Canada,NA
Canada,NA
France,NA
France,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
United States,Gold
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Norway,NA
Denmark,Silver
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Australia,NA
United States,Bronze
Sweden,NA
Antigua and Barbuda,NA
Antigua and Barbuda,NA
Antigua and Barbuda,NA
United States,Gold
Canada,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,Bronze
Sweden,NA
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Denmark,NA
Denmark,Gold
Germany,Silver
Denmark,NA
Sweden,NA
Sweden,NA
France,NA
France,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Canada,NA
Canada,NA
Great Britain,Silver
Great Britain,NA
Great Britain,Silver
Great Britain,Gold
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
West Germany,NA
United States,Gold
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Cyprus,NA
Canada,NA
Germany,NA
South Africa,NA
Czech Republic-2,NA
Poland,Silver
Poland,NA
Poland,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Poland,NA
Australia,NA
Australia,NA
Poland,NA
Tunisia,NA
France,NA
South Korea,NA
China,NA
China,NA
United States,Silver
United States,Bronze
United States,Silver
United States,Silver
Chinese Taipei,Gold
Chinese Taipei,Bronze
China,NA
China,NA
China,NA
China,NA
Vietnam,NA
Malaysia,NA
Malaysia,NA
Philippines,NA
Chinese Taipei,NA
Hong Kong,NA
Chinese Taipei,NA
Chinese Taipei,NA
Chinese Taipei,NA
Chinese Taipei,NA
Chinese Taipei,NA
Chinese Taipei,NA
Chinese Taipei,NA
Chinese Taipei,NA
Chinese Taipei,NA
Chinese Taipei,NA
Chinese Taipei,NA
Chinese Taipei,NA
Brazil,NA
Brazil,NA
Czech Republic,NA
Russia,NA
Jamaica,NA
Jamaica,NA
Unified Team,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,Bronze
Poland,NA
Chinese Taipei,NA
Belarus,NA
Ukraine,NA
Ukraine,NA
Bulgaria,NA
Soviet Union,NA
Soviet Union,Gold
Soviet Union,NA
Soviet Union,NA
Russia,Silver
Ukraine,NA
Soviet Union,Gold
Soviet Union,Gold
Bhutan,NA
Nigeria,NA
Nigeria,NA
Nigeria,Gold
Nigeria,NA
Nigeria,NA
Nigeria,NA
Nigeria,Bronze
Nigeria,NA
Russia,NA
Mexico,NA
Russia,NA
Russia,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Soviet Union,Gold
Unified Team,Gold
Ukraine,NA
Peru,NA
United States,NA
United States,Bronze
South Korea,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Hong Kong,NA
Hong Kong,NA
Chinese Taipei,NA
Fiji,NA
Fiji,NA
Fiji,NA
Fiji,NA
Chinese Taipei,NA
Vietnam,NA
Chinese Taipei,NA
Chinese Taipei,NA
Zambia,NA
India,NA
India,NA
Soviet Union,Bronze
Czechoslovakia,NA
Russia,Bronze
Russia,NA
Bulgaria,NA
Unified Team,NA
Ukraine,NA
Ukraine,NA
Russia,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Canada,NA
Canada,NA
Canada,NA
Belarus,NA
Belarus,NA
Unified Team,NA
Unified Team,Gold
Unified Team,NA
Unified Team,NA
Unified Team,NA
Unified Team,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Germany,NA
Germany,NA
Germany,NA
Germany,Silver
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Uzbekistan,NA
Uzbekistan,NA
Fiji,NA
Fiji,NA
Fiji,NA
Mauritius,NA
Portugal,NA
Ukraine-2,NA
Ukraine,NA
Czech Republic,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Kyrgyzstan,NA
Kyrgyzstan,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Poland,NA
Poland,NA
United States,NA
Ukraine,NA
Ukraine,NA
United States,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Singapore,NA
Poland,Bronze
Latvia,NA
Latvia,NA
Latvia,NA
Latvia,NA
France,NA
Australia,NA
Italy,NA
Italy,NA
Italy,NA
Romania,NA
United States,NA
Poland,NA
Slovakia,NA
Slovakia,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Turkey,NA
Argentina,NA
Venezuela,NA
Poland,NA
Poland,NA
Poland,Bronze
Poland,NA
Switzerland,NA
Italy,NA
Italy,NA
France,Bronze
France,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Mexico,NA
Mexico,NA
Spain,NA
Brazil,NA
Poland,NA
Brazil,Gold
Brazil,Bronze
Brazil,NA
Brazil,Bronze
Brazil,NA
Spain,NA
Spain,NA
Czechoslovakia,NA
Czechoslovakia,NA
East Germany,Gold
Poland,NA
Poland,NA
Poland,NA
Poland,Bronze
Poland,NA
Poland,NA
Poland,NA
Czechoslovakia,NA
Mexico,NA
Italy,NA
Spain,NA
Italy,NA
Slovakia,NA
Croatia,NA
Italy,NA
Italy,NA
Romania,NA
Romania,NA
Romania,Bronze
Romania,NA
Austria,NA
Austria,NA
Austria,NA
Czech Republic,NA
Brazil,NA
Croatia,NA
Croatia,NA
Croatia,NA
Croatia,NA
Croatia,NA
South Africa,NA
South Africa,NA
Belgium,NA
Croatia,NA
Croatia,NA
Italy,NA
Italy,NA
Thailand,NA
Romania,NA
Romania,NA
Romania,NA
Turkey,NA
Turkey,NA
Turkey,NA
Turkey,NA
Turkey,NA
Turkey,NA
France,NA
France,NA
Slovenia,NA
Italy,NA
France,NA
Czech Republic,NA
Czech Republic,NA
Brazil,Silver
Brazil,Bronze
Brazil,NA
Puerto Rico,NA
Puerto Rico,NA
Spain,Bronze
Romania,NA
Romania,NA
Romania,NA
Romania,Bronze
Romania,NA
Romania,NA
Romania,NA
Canada-2,NA
France,NA
Germany,NA
Romania,NA
Romania,Bronze
Italy,NA
Italy,NA
Italy,NA
Romania,NA
Romania,Bronze
Romania,NA
Romania-1,NA
Romania,NA
Romania,NA
Italy,NA
Romania,Bronze
Italy,NA
United States,NA
United States,Gold
Italy,NA
Slovakia,NA
France,NA
France,NA
Italy,Gold
Italy,NA
Italy,NA
Angola,NA
Angola,NA
Latvia,NA
Latvia,NA
Latvia,NA
Latvia,NA
Latvia,NA
Italy,NA
Italy,NA
Serbia and Montenegro,Bronze
Serbia and Montenegro,Silver
Serbia,Bronze
Individual Olympic Athletes,NA
Serbia and Montenegro,NA
Moldova,Bronze
Australia,Bronze
Australia,NA
Italy,NA
Italy,NA
Argentina,NA
Argentina,NA
Venezuela,NA
Hungary,NA
Netherlands,NA
Netherlands,NA
Romania,NA
Romania,NA
Italy,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Italy,NA
Italy,NA
Italy,NA
Romania,NA
Mexico,NA
El Salvador,NA
Cuba,NA
Cuba,NA
Cuba,NA
Italy,Silver
Italy,NA
Slovakia,NA
Senegal,NA
Senegal,NA
Senegal,NA
Cote d'Ivoire,Gold
Senegal,NA
Guinea,NA
Cote d'Ivoire,NA
France,Bronze
Senegal,NA
Soviet Union,Bronze
Slovakia,NA
Slovakia,NA
Germany,NA
Poland,NA
Poland,NA
Serbia,NA
France,NA
France,NA
France,NA
France,NA
Italy,NA
Italy,NA
Romania,Bronze
Romania,NA
Romania,Silver
Romania,NA
Romania,NA
Moldova,NA
Moldova,NA
Moldova,NA
Moldova,NA
Romania,NA
Romania,NA
Moldova,NA
Moldova,NA
Moldova,NA
Moldova,NA
Italy,NA
Spain,NA
Slovenia,NA
Yugoslavia,NA
Yugoslavia,NA
Croatia,NA
Yugoslavia,NA
Croatia,NA
Sweden,NA
Sweden,Bronze
Sweden,NA
Belgium,NA
Belgium,NA
Sweden,NA
Sweden,NA
Sweden,NA
France,NA
Mauritius,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
Great Britain,Gold
Great Britain,Gold
Great Britain,Bronze
Great Britain,Gold
Australia-1,NA
United States,NA
Italy,NA
Italy,NA
Great Britain,NA
Great Britain,Silver
Canada,NA
Canada,NA
United States,Silver
Italy,NA
Italy,NA
Italy,NA
Italy,NA
France,NA
France,NA
France,NA
Italy,NA
Italy,NA
France,NA
France,NA
France,NA
France,NA
France,NA
Mauritius,NA
Mauritius,NA
Mauritius-1,NA
Mauritius,NA
Mauritius,NA
Germany,NA
United States,NA
United States,NA
Great Britain,NA
Great Britain-2,NA
Ireland,NA
Ireland,NA
Australia,NA
New Zealand,NA
New Zealand,NA
New Zealand,NA
United States,NA
Great Britain,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
United States,Silver
Australia,NA
Australia,NA
Great Britain-2,NA
South Africa,NA
South Africa,NA
Brazil,NA
Brazil,NA
Brazil,NA
Australia,NA
Great Britain,NA
Canada,NA
Canada,Silver
Great Britain,NA
Great Britain,NA
United States,Gold
United States,NA
United States,Bronze
United States,Bronze
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,Gold
Great Britain,NA
United States,Bronze
United States,Bronze
Australia,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
United States,NA
Canada,NA
New Zealand,Silver
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,Silver
Great Britain,Gold
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
Saint Kitts and Nevis,NA
Australia,NA
Australia-2,NA
Canada,NA
Jamaica,NA
Jamaica,Bronze
Jamaica,NA
Jamaica,NA
Jamaica,NA
Australia,NA
Australia,NA
Canada,NA
New Zealand,NA
New Zealand,NA
Great Britain,NA
Great Britain,Gold
Great Britain,NA
Great Britain,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
United States,NA
United States,NA
United States,NA
Bahamas,NA
Great Britain,NA
Great Britain,NA
Cayman Islands,NA
Cayman Islands,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Australia,NA
South Africa,NA
Australia,NA
Canada,NA
Canada,NA
Canada,Bronze
Canada,NA
Canada,NA
Canada,NA
Bahamas,NA
Bahamas,NA
New Zealand,NA
Great Britain,NA
Bahamas,NA
Bahamas,NA
Bahamas,NA
Bahamas,Silver
Bahamas,Gold
New Zealand,NA
Canada,NA
Chile,NA
Chile,NA
Chile,NA
Brazil,NA
Spain,NA
Honduras,NA
United States,NA
United States,Gold
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
Australia,NA
Australia,NA
France,NA
France,NA
France,Gold
France,NA
France,NA
France,Bronze
Brazil,Silver
Brazil,Bronze
Brazil,NA
Puerto Rico,NA
France,NA
France,NA
France,NA
France,NA
Bolivia,NA
Austria,NA
East Germany,NA
East Germany,NA
United States,NA
United States,NA
United States,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Luxembourg,NA
Luxembourg,NA
Luxembourg,NA
Luxembourg,NA
Luxembourg,NA
Luxembourg,NA
France,NA
Spain,Silver
Spain,Bronze
Venezuela,NA
Venezuela,NA
France,NA
Spain,NA
Spain,NA
France,NA
Colombia,NA
United States,NA
United States,NA
Puerto Rico,NA
Australia,NA
Great Britain,NA
Great Britain,NA
United States,Silver
United States,Gold
Great Britain,Silver
Great Britain,Bronze
Great Britain,NA
United States,NA
United States,NA
United States,Bronze
United States,Silver
United States,Silver
Great Britain,NA
Great Britain,NA
Great Britain,NA
Canada,NA
Great Britain,NA
Canada,NA
United States Virgin Islands,NA
New Zealand,NA
New Zealand,NA
Australia,NA
Australia,Gold
Australia,NA
Bahamas,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Great Britain,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
United States,Gold
United States,NA
Great Britain,NA
Great Britain,NA
France,NA
France,NA
France,NA
France-2,NA
France-2,NA
Canada,NA
Australia,Gold
Belgium,NA
United States,Silver
United States,Gold
United States,NA
United States,Gold
Netherlands,NA
Netherlands,NA
Cuba,NA
United States,Gold
Great Britain,NA
France,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
France,NA
France,NA
Italy,NA
Italy,NA
Haiti,NA
Canada,NA
Canada,NA
Canada,NA
Canada,Bronze
Canada,NA
Canada,NA
Canada,NA
United States Virgin Islands,NA
United States Virgin Islands,NA
United States Virgin Islands,NA
United States Virgin Islands,NA
United States Virgin Islands,NA
Great Britain,NA
Denmark,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,Gold
Great Britain,NA
France,NA
France,NA
France,NA
France,Silver
France,Silver
France,NA
Belgium,NA
Spain,Silver
Spain,NA
Spain,NA
Spain,NA
France,NA
British Virgin Islands,NA
British Virgin Islands,NA
British Virgin Islands,NA
New Zealand,NA
New Zealand,NA
Great Britain,NA
France,NA
France,NA
New Zealand,NA
South Africa,NA
Ireland,NA
Colombia,NA
Spain,NA
Spain,NA
Australia,NA
Great Britain-1,NA
Great Britain-1,NA
Papua New Guinea,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada-2,NA
Canada,NA
France,NA
France,Silver
Great Britain,NA
United States,NA
